,['RPI'],['W875RX1'],['DPCERA3M086SBEA'],['CMRMTSPLx'],['RETAILx'],['INDPRO'],['IPFPNSS'],['IPFINAL'],['IPCONGD'],['IPDCONGD'],['IPNCONGD'],['IPBUSEQ'],['IPMAT'],['IPDMAT'],['IPNMAT'],['IPMANSICS'],['IPB51222S'],['IPFUELS'],['CUMFNS'],['HWI'],['HWIURATIO'],['CLF16OV'],['CE16OV'],['UNRATE'],['UEMPMEAN'],['UEMPLT5'],['UEMP5TO14'],['UEMP15OV'],['UEMP15T26'],['UEMP27OV'],['CLAIMSx'],['PAYEMS'],['USGOOD'],['CES1021000001'],['USCONS'],['MANEMP'],['DMANEMP'],['NDMANEMP'],['SRVPRD'],['USTPU'],['USWTRADE'],['USTRADE'],['USFIRE'],['USGOVT'],['CES0600000007'],['AWOTMAN'],['AWHMAN'],['HOUST'],['HOUSTNE'],['HOUSTMW'],['HOUSTS'],['HOUSTW'],['PERMIT'],['PERMITNE'],['PERMITMW'],['PERMITS'],['PERMITW'],['AMDMNOx'],['AMDMUOx'],['BUSINVx'],['ISRATIOx'],['M1SL'],['M2SL'],['M2REAL'],['BOGMBASE'],['TOTRESNS'],['NONBORRES'],['BUSLOANS'],['REALLN'],['NONREVSL'],['CONSPI'],['S&P 500'],['S&P: indust'],['S&P div yield'],['S&P PE ratio'],['FEDFUNDS'],['TB3MS'],['TB6MS'],['GS1'],['GS5'],['GS10'],['AAA'],['BAA'],['TB3SMFFM'],['TB6SMFFM'],['T1YFFM'],['T5YFFM'],['T10YFFM'],['AAAFFM'],['BAAFFM'],['EXSZUSx'],['EXJPUSx'],['EXUSUKx'],['EXCAUSx'],['WPSFD49207'],['WPSFD49502'],['WPSID61'],['WPSID62'],['OILPRICEx'],['PPICMM'],['CPIAUCSL'],['CPIAPPSL'],['CPITRNSL'],['CPIMEDSL'],['CUSR0000SAC'],['CUSR0000SAD'],['CUSR0000SAS'],['CPIULFSL'],['CUSR0000SA0L2'],['CUSR0000SA0L5'],['PCEPI'],['DDURRG3M086SBEA'],['DNDGRG3M086SBEA'],['DSERRG3M086SBEA'],['CES0600000008'],['CES2000000008'],['CES3000000008'],['DTCOLNVHFNM'],['DTCTHFNM'],['INVEST'],IP
Apr-68,0.008501804,0.004880253,0.016610656,0.007414702,0.02382776,0.003116926,0.002616796,0.003149334,0.005921517,-0.00213534,0.009528843,0.008628396,0.003814545,0.000233553,0.004289011,0.001588067,0.011466401,-0.005805776,-0.2453,68,0.069493693,0.000332298,0.001991927,-0.1,-0.2,-0.035112206,-0.074927607,-0.045909701,-0.075439708,0,-0.076647923,0.001189503,9.04E-05,-0.002228509,-0.002652912,0.000719803,0.000361925,0.001284155,0.001728073,0.001444263,0.002237102,0.002519315,0.002824417,0.001944128,40.3,0,40.8,7.290292882,5.198497031,5.924255797,6.440946541,5.645446898,7.222566019,5.693732139,5.805134969,6.118097198,5.659482216,0.043774489,0.013680675,0.004207104,0,0.002153972,-0.000407016,0.002318543,0.011867283,0.00778214,0.003720238,0.005394535,-2.74E-05,-0.003899291,-0.000777229,-0.018461378,-0.01599214,0.071588857,-0.01685802,0.34,0.19,0.16,0.17,0.17,0.18,0.01,0.05,0.12,0.28,0.53,0.71,0.69,1.06,1.8,-0.003962774,-0.000144718,-0.003951013,-0.002301709,-7.63E-06,-0.002789316,-9.35E-06,-1.01E-05,0,-0.045906751,-8.55E-06,-3.28E-05,-0.00292826,0.00339543,-7.07E-06,-6.16E-06,0.003349934,-8.50E-06,-7.67E-06,-8.40E-06,-0.000800291,0.000387758,-0.001821392,-0.000418012,0.003316604,0.026212695,0.003514766,0.005423713,0.002675224,-0.000728113,0.001445411
May-68,0.004463273,0.003041497,-0.003711227,-0.001986056,-0.002282465,0.001445411,-0.002547235,-0.005032011,-0.001685121,0.000939996,-0.002606178,-0.004970092,0.007609646,0.006581594,0.021103126,0.000977338,-0.012420392,-0.015092141,-0.2955,55,0.090595555,0.000178884,0.002411555,-0.2,0.2,-0.139519694,0.087861356,-0.128748983,-0.093818755,-0.1834395,0.019280151,0.003870944,0.003970587,0.023574398,0.003829729,0.003536111,0.004152755,0.002563374,0.003822153,0.005529689,0.003048256,0.006639149,0.002816463,0.003035415,40.1,-0.3,40.3,7.348587531,5.411646052,5.950642553,6.453624999,5.739792912,7.159291905,5.493061443,5.799092654,6.100318952,5.587248658,-0.040824903,0.003073924,0.008361478,0.010331125,0.001590412,-0.000587435,0.001799602,0.002925757,0,0.011904762,0.008952162,-0.000432261,0.001224059,4.00E-05,0.071257675,0.075892647,-0.213808712,0.071775886,0.71,0.21,0.16,0.13,-0.07,-0.1,0.1,0.12,-0.38,-0.27,-0.05,-0.07,-0.12,0.45,1.21,0.001568555,0.000615736,0.000874727,-0.004249037,0.002735897,0.002743402,-0.003053437,-1.00E-05,0,-0.077787829,-8.50E-06,-3.24E-05,-0.00292826,-0.003430376,-7.04E-06,-0.002478316,-0.003383945,-8.45E-06,-7.63E-06,-8.35E-06,-0.000122231,-0.000743395,0.001086423,-0.00096417,-4.42E-05,-0.010505566,-0.003552225,0.004455041,0.003820785,-0.013371076,0.011156006
Jun-68,0.005235745,0.006109283,0.00688756,0.006983669,0.006385265,0.011156006,0.00855252,0.009288611,0.005337526,0.012595678,0.002435113,0.014927204,0.015103735,0.017157679,0.01959698,0.012557181,0.012831929,0.033118205,0.715,11,-0.009834345,0.007344878,0.007199968,0,-0.5,0.087301493,-0.138886158,0.005076153,0.059659836,-0.09129142,0,0.001420035,0.002159148,0.000167602,-0.003239585,0.003248812,0.002519346,0.004399354,0.001057898,-0.002041666,0.002788703,0.002208096,0.003120127,0.00227053,40.5,0.6,40.9,7.249925537,5.361292166,5.85220248,6.357842267,5.598421959,7.167809184,5.384495063,5.910796644,6.075346031,5.616771098,-0.018829354,-0.006325606,0.008891325,0,0.001562268,0.001278007,0.003013499,-0.005910599,-0.007843177,-0.008032129,-0.008672933,-0.000343869,-0.00120807,-0.000342492,0.022735298,0.024599159,-0.055996618,0.021955979,0.36,0.28,0.34,0.43,0.35,0.23,0.06,0.06,-0.45,-0.28,0.03,-0.07,-0.24,0.16,0.92,-0.003000856,-3.64E-05,-0.005259874,-0.002038548,-0.005494519,-0.005509656,0,-0.009488695,0,0.005632983,-8.45E-06,-3.20E-05,0.00292826,-1.15E-05,-0.002649008,0,-1.12E-05,-0.00290276,-7.59E-06,-8.31E-06,0.000546735,0.000387605,0.000839867,0.000538161,-4.36E-05,0.007735228,0.003478093,0.001237379,0.000553682,0.011763718,0.003666925
Jul-68,0.004600061,0.004839239,0.008521734,0.007046204,0.016244911,0.003666925,0.003376193,0.003792687,0.006132224,0.00968342,0.004727883,-0.002263117,0.004028955,0.002548933,0.003243529,0.002104828,0.00345328,-0.000706734,-0.1955,-3,-0.082851685,0.003456422,0.000984969,0.2,-0.3,0.113305894,0.091030137,0.025001302,-0.063766618,0.174941449,-0.02751065,0.003732751,0.000404322,0.000837591,-0.007996489,0.002086881,0.001167542,0.003533822,0.005360412,0.005058714,0.004090624,0.003051548,0.001556421,0.006864249,40.5,-0.1,40.9,7.247792582,5.393627546,5.869296913,6.293419279,5.666426688,7.170119543,5.521460918,5.758901774,6.139884552,5.59471138,0.013177458,-0.000960724,0.005310334,-0.010331125,-5.55E-05,0.000886653,0.001087756,0.010209457,0.019584995,0.020177878,0.004478614,0.002172337,-0.000992415,-0.000334695,0.02651766,0.024920533,-0.06632857,0.021554099,-0.05,-0.14,-0.19,-0.16,-0.19,-0.15,0.01,0.04,-0.55,-0.43,-0.09,-0.22,-0.35,0.21,1,-0.004959569,-0.001158383,-0.001927186,-0.000927988,0.00273598,0.002743486,0.003044142,-4.03E-05,0,0.064177808,0.002877603,-0.001899095,0.00584797,-1.14E-05,0.005277057,0.002472189,0.003305641,0.008658063,0.002728432,0.002852975,-0.000457041,-0.000349279,-0.001852172,0.000375479,-0.006578971,-0.010336009,-0.003514771,0.007064389,0.007906686,-0.011202524,-0.0015348
Aug-68,0.006088951,0.006069618,0.009260913,0.009497499,0.012483103,-0.0015348,-0.003230609,-0.004082395,-0.002401254,-0.00862527,0.000247479,-0.009724824,0.000997378,-0.001152515,0.011039484,-0.003044554,-0.010283299,0.00393025,-0.6414,89,0.05245439,-0.001897654,-0.001247792,0,0.5,-0.063513406,0.01821544,0.050552279,0.094187215,-0.018692133,0.013595182,0.003249262,0.002915258,0.004510909,0.006815851,0.002027787,0.003315564,0,0.003412151,0.003158135,0.00311139,0.004173575,0.004964329,0.002582797,40.4,0,40.8,7.321188557,5.549076085,5.942799375,6.432940093,5.525452939,7.203405521,5.402677382,5.789960171,6.21860012,5.680172609,-0.004765055,-0.009708379,0.003700526,-0.010331126,-0.001628204,-0.001328669,-0.000255836,-0.000134825,-0.000136272,0.007854251,0.001529233,-0.005507912,0.003323371,-3.03E-05,-0.001992033,-0.004568304,0.019222581,-0.007980381,-0.04,-0.21,-0.23,-0.33,-0.25,-0.22,-0.04,-0.09,-0.71,-0.61,-0.37,-0.42,-0.52,0.22,0.96,-0.001371694,-0.003756145,0.002261971,-0.003068485,-7.47E-06,-7.51E-06,-9.24E-06,0.015908471,0,-0.01702287,-3.32E-05,0.003703501,-0.00584797,0.00333875,-0.002648935,0.002453929,-4.39E-05,-0.00578862,-0.002750951,-3.27E-05,-0.000176197,0.001163626,0.000606014,-0.001030745,0.006535971,0.010230268,-1.21E-05,0.001025591,-0.002509742,0.012728342,0.002787327
Sep-68,0.004591439,0.003751651,0.002727584,-0.017195772,0.013043429,0.002787327,0.009372292,0.009597196,0.011877987,0.012861051,0.01134262,0.008895889,-0.007516509,-0.020772834,0.010308941,0.004908991,0.015194162,-6.66E-05,0.0527,61,0.071221522,-0.002015452,-0.000578453,-0.2,-0.1,-0.001215067,-0.082753961,-0.080629734,-0.106609735,-0.038466281,0.015923501,0.002989977,0.000940039,0.001665557,0.009113689,-0.000602426,-0.003046324,0.003240124,0.003987933,0.00471858,0.002637091,0.005495107,0.006785961,0.001995013,40.3,-0.2,40.7,7.309881486,5.537334267,5.831882477,6.418364936,5.659482216,7.21303166,5.501258211,5.81711116,6.17586727,5.686975356,-0.005267921,0.010995737,0.008341866,0.041324503,0.001009954,0.001426961,0.004085547,-0.008678808,-0.011605546,-0.02,-0.010007068,-0.001750253,-0.003197454,-0.000436792,-0.022076397,-0.022223137,0.080436447,-0.025556333,0,-0.22,-0.18,-0.22,-0.1,-0.08,-0.22,-0.16,-0.94,-0.8,-0.6,-0.53,-0.61,-0.01,0.79,0.001813026,-0.002268652,0.000460145,-0.000931706,-7.42E-06,-7.47E-06,-0.003034904,-0.006379463,0,0.007284455,-0.00288591,-0.001898393,0.00291121,-0.003372533,0.002607492,-0.002472129,-4.33E-05,0.002844859,-7.42E-06,-0.00286114,0.001037499,0.000200077,0.0017239,0.00076551,-0.003283936,-0.007688971,-0.003466208,-0.007595082,0.000134246,0.018244382,0.003780377
Oct-68,0.004696762,0.00519179,-0.001405482,0.013899052,-0.021506205,0.003780377,0.003528329,0.004994044,0.003968146,0.010247736,0.001118552,0.010690878,0.004088997,0.002781286,0.008434567,0.000542087,0.001701177,-0.004195684,-0.3243,70,0.064376299,0.000596186,0.001694971,-0.1,-0.1,-0.069861681,0.020699316,-0.046883586,0.01242252,-0.147635999,-0.043039429,0.002251233,0.00178811,0.002991029,0.011638188,-0.000109571,-0.000269239,0.000140637,0.00247627,0.003431303,0.002537444,0.003849956,0.00337579,0.002073915,40.5,0.3,40.9,7.349873705,5.598421959,5.891644212,6.421622268,5.736572297,7.288927695,5.455321115,5.973809612,6.257667588,5.752572639,0.056544681,0.010092692,0.004568304,-0.020662252,-0.002119555,0.000674964,0.004766605,-0.001435739,0.003838776,0.003921569,0.004412241,0.00406962,0.001763493,-8.06E-05,0.031997113,0.034057594,-0.083667907,0.027910068,-0.25,0.1,0.02,0.02,-0.02,0.04,-0.05,-0.03,-0.59,-0.53,-0.33,-0.3,-0.32,0.19,1.01,-0.001208319,-0.001293954,-0.001548603,0.000372787,0.002698977,0.002706281,0.003025721,0.003129769,0,0.004895963,-8.16E-06,-3.06E-05,-0.00291121,0.003305641,-0.002628051,-6.01E-06,-0.003294755,-0.002869349,-7.38E-06,-8.03E-06,-0.000620021,0.00098509,-0.0019778,-9.36E-05,0.006441094,0.002522005,0.010327114,-0.017512778,-0.010633433,0.002288834,0.001982538
Nov-68,0.001702127,0.00145205,0.001660812,0.013451651,0.027663137,0.001982538,0.002447606,0.002248145,0.006300838,0.013150513,0.003163317,0.008558871,0.001167319,0.013572585,-0.004177495,0.006272965,0.008856594,-0.004551199,0.1734,179,0.065095462,0.000697213,0.000682433,0,0.2,-0.017757783,0.022785796,0.028911343,0.036367644,0.015037877,-0.026526754,0.003454688,0.001294383,-0.079213451,0.009500575,0.00224381,0.00170396,0.003089022,0.004502367,0.003493778,0.003301402,0.004470609,0.005804201,0.00281364,40.5,0,41,7.358193753,5.393627546,5.966146739,6.486160789,5.713732806,7.259116128,5.488937726,5.880532986,6.255750042,5.703782475,0.046412121,0.013612934,0.008106137,-0.010331125,0.002042171,-0.000416175,0.001520527,0.009934166,0.015137125,0.019515931,0.0038448,0.002977947,0.004544641,0.000890722,0.024379559,0.025023647,-0.059198351,0.016854355,0.13,0.16,0.16,0.12,0.07,0.12,0.12,0.05,-0.56,-0.5,-0.34,-0.36,-0.33,0.18,0.93,-0.000814114,-0.001830139,0.000962927,-0.000279577,-0.005420067,-0.002728434,-9.13E-06,-3.93E-05,0,0.002430077,0.002828764,-3.03E-05,0.00290276,-4.39E-05,0.002587253,-0.002447982,0.003230884,-8.07E-06,0.002691713,0.002804962,0.00091724,-0.000711844,0.002363473,0.000369301,-0.006482854,0.004987034,-0.003501149,0.013485651,0.006536129,-0.007314848,0.012852345
Dec-68,0.004519318,0.00457992,0.005516202,0.008585655,0.024428642,0.012852345,0.010876007,0.009045052,0.012944694,0.022967771,0.008365212,0.000717882,0.015851066,0.016334932,0.007573067,0.014108819,0.007142072,0.00797147,0.8586,1,-0.012890523,0.003743949,0.003535933,0,-0.3,0.055498111,-0.039571213,-0.078101588,-0.108894088,-0.022642477,-0.014077114,0.003819764,0.004139687,0.07788521,-0.001146789,0.002893094,0.005005373,-0.000420669,0.003664824,0.003555559,0.003965758,0.002974032,0.004558586,0.000495704,40.2,0.1,40.9,7.396335294,5.313205979,5.934894196,6.580639137,5.789960171,7.26961675,5.318119994,5.991464547,6.194405391,5.834810737,-0.037377694,0.002451786,0.004060723,-0.020662252,0.003532917,0.001372026,0.005744421,0.001267988,-0.01148523,-0.0234375,0.007224217,-0.000387626,-0.003927548,2.89E-05,0.015296665,0.013152316,-0.031850734,0.010522257,-0.09,0.1,0.19,0.18,0.11,0.12,0.1,0.17,-0.37,-0.22,-0.07,-0.16,-0.12,0.37,1.19,0.000604834,-0.001254163,-0.001633337,0.000279577,0.002699057,-0.002706362,-0.003016594,0.015322465,0,-0.002447924,-0.002852977,-0.003666338,0.002877603,-4.33E-05,-0.002607493,0.009732437,-0.003262509,0.002812851,-2.91E-05,-3.16E-05,-0.000998694,0.000489495,-0.002104893,-0.000708411,0.006359175,-0.000100005,-4.63E-05,0.000653786,0.000117554,-0.012559587,0.003152542
Jan-69,0.004057213,0.004036068,-0.002457316,-0.009317318,-0.014473042,0.003152542,0.001774734,-0.00135618,-0.005575687,0.008784869,-0.012185634,0.010480627,0.005210118,0.003221846,-0.001443842,8.80E-05,0.015154652,0.014048495,-0.3618,-57,-0.005903474,0.003201576,0.003705834,0,0.1,-0.042314005,0.040821995,-0.016949558,-0.168261571,0.199976492,0.084144677,0.00381967,0.004653336,-0.002328677,0.011409137,0.003482428,0.004714263,0.001541588,0.003415575,0.002879612,0.000950672,0.003989049,0.003631965,0.003133765,40.3,-0.1,40.7,7.344719054,5.402677382,5.910796644,6.467698726,5.746203191,7.236339343,5.411646052,5.755742214,6.278521424,5.755742214,-0.00436803,0.006419457,0.004172423,0.020662252,-0.003139032,-0.000778314,0.002137828,0.006705872,0.007324414,0.007633588,0.000513604,-0.000757422,0.001956138,0.000610652,0.010382349,0.010398707,-0.017437306,0.005277156,0.2,0.51,0.46,0.44,0.46,0.33,0.26,0.22,-0.06,0.04,0.17,0.1,0.01,0.43,1.21,-0.000139545,-0.000537142,-0.00067086,0,-0.002699057,0,0.006006024,-0.033842578,0,0.004825036,0.002804962,0.00362645,-0.011560726,-4.27E-05,-6.68E-06,-0.014586815,0.00319987,-0.002836791,-0.005376357,-0.002812853,-0.001314611,-0.006035919,-0.001809649,0.00052167,-0.006399876,-0.009950331,-0.003407003,0.001755652,0.010369216,0.013889863,0.006031969
Feb-69,0.000909391,0.00026152,0.0080695,2.42E-05,0.01072668,0.006031969,0.006643375,0.006902983,0.005313453,-0.00249449,0.008543275,0.013867441,0.004902547,0.003444575,0.017770025,0.006006798,0.019833929,-0.055707705,0.1716,154,0.04007753,0.000754783,0.000351601,0,-0.1,0.017527226,-0.01892801,-0.034786116,0.090060824,-0.207639365,-0.040926428,0.002754406,0.00119308,0.000499459,0.00226629,0.001194289,0.004692143,-0.004350579,0.003510804,0.001252625,0.002143361,0.002841607,0.004822191,0.005255822,40.5,0,40.8,7.478169694,5.627621114,6.148468296,6.629363253,5.579729826,7.285506549,5.476463552,5.96100534,6.248042875,5.752572639,0.024707018,0.00409151,0.005684918,0,-0.000553445,-0.003392139,0.001631731,-0.022077347,0.017737517,0.026457321,-0.008474904,0.000346711,-0.003779159,0.000223444,-0.043172172,-0.04405999,0.136978735,-0.048603775,0.28,0.18,0.22,0.15,0.13,0.01,0.14,0.09,-0.16,-0.02,0.04,-0.05,-0.26,0.29,1.02,0.004872512,0.000214836,0.001173709,-0.000279577,0.002691792,0.005390849,-3.59E-05,0.018423958,0,0.025923228,-0.002828767,-2.95E-05,0.011560726,-0.003273187,-6.64E-06,0.004854378,-4.11E-05,0.002789314,0.002677378,-7.76E-06,0.001837657,0.003894172,0.002904804,0.000439167,0.003139594,0.007398307,0.00333875,-0.013820943,-0.021358456,-0.028351388,0.006378292
Mar-69,0.004656514,0.004122964,0.006333781,0.001556372,0.00723725,0.006378292,0.003455188,0.003554529,0.008164392,-0.000684546,0.011900792,-0.000402945,0.010705707,0.013792215,0.009296108,0.008048295,-0.003247692,0.056944328,0.3678,-4,0.012091805,0.006217818,0.006773441,0,-0.2,-0.074801213,0.094730973,0.054532879,0.150727191,-0.122602322,0.023226851,0.003737301,0.004889985,0.000166431,0.011534802,0.00379055,0.002734291,0.005470243,0.003179042,0.003234821,0.002138777,0.002958995,0.004799049,0.001227848,40.1,-0.2,40.4,7.44132039,5.38907173,6.327936784,6.50578406,5.545177444,7.309881486,5.493061443,6.047372179,6.263398263,5.717027701,0.02665576,0.009731074,0.008625117,0,-0.003548945,0.000155587,0.001754276,-0.009682792,-0.061435477,-0.063394938,0.002010073,0.001000565,0.003492138,0.000402984,-0.004914015,-0.007233305,0.024727132,-0.013103607,0.31,-0.02,0.02,0.07,0.09,0.15,0.07,-0.02,-0.49,-0.31,-0.2,-0.27,-0.42,0.05,0.69,4.63E-05,-0.000393668,0.001841621,0.001583237,-0.002691792,-0.00808264,-0.002998397,-0.015398924,0,-0.021590784,-7.85E-06,-0.001822941,0.008526033,0.006420417,-6.61E-06,0.012092046,-0.003210145,-3.12E-05,0.002655968,-7.72E-06,-0.00136395,0.00211342,-0.003231945,-0.001232187,-3.96E-05,-0.007398307,-0.003372533,0.005117987,0.0048826,-0.010645146,0.007810252
Apr-69,0.004496611,0.004935588,-0.004400032,0.003671289,-0.008071684,0.007810252,0.00971765,0.007134515,0.006972521,0.005616977,0.007413517,0.009877888,0.004683015,0.0041896,0.004705914,0.007601825,0.014979878,0.003051128,0.331,30,0.000605422,0.000749541,0.00051715,0,0,0.105845835,-0.114024176,-0.014064929,-0.037740328,0.034191365,-0.036367644,0.002951207,0.002545647,-0.006176466,0.001118256,0.003022129,0.003341544,0.00251467,0.003147733,0.002931694,0.002103756,0.003783668,0.00388234,0.000408948,40.4,0.2,40.8,7.353081921,5.65248918,5.929589143,6.33150185,5.826000107,7.271008538,5.537334267,5.902633333,6.228511004,5.739792912,-0.015297937,0.005088782,0.00830089,0,0.000491062,-0.000194748,-0.004014306,0.009640877,0.010398059,0.00666252,-0.002212126,-0.001014683,-0.002236066,-0.000260032,-0.021913227,-0.01831553,0.077517996,-0.032341752,0.18,-0.1,-0.14,-0.07,0.07,0.11,0.19,0.21,-0.77,-0.63,-0.45,-0.38,-0.49,0.06,0.72,-0.005011844,0.000357911,0.000125442,0.002138044,0.005361943,0.008068149,0.002945407,0.021552906,0.056977435,-0.011587615,0.005547767,-1.29E-05,0.002595415,-0.003272113,0.005095477,-0.000144472,0.006299091,0.002727758,-2.83E-05,0.005501982,0.002145257,0.000979154,0.003534799,0.00164864,-3.91E-05,0.021872075,-1.11E-05,0.001903752,0.000231,0.009480248,-0.003685036
May-69,0.002404855,0.002510386,0.004065472,0.004314138,0.005722724,-0.003685036,-0.008054654,-0.007037865,-0.014880464,-0.026676339,-0.009912853,0.010237142,0.00289435,0.000723793,0.008536822,-0.004186962,0.003190066,-0.008406722,-0.7019,38,-0.009880883,0.002519333,0.002014333,0,0,-0.001873244,-0.007822726,0.089369313,0.078068373,0.111225635,-0.026811257,0.002386107,8.77E-05,-0.00150817,0.003068771,-0.000215564,-0.00052687,0.000279018,0.003497656,0.004672906,0.002220905,0.003008355,0.004757666,0.00130751,40.7,-0.1,41,7.329093736,5.488937726,5.837730447,6.366470448,5.880532986,7.273092596,5.488937726,5.860786223,6.21860012,5.846438775,0.052008521,0.021389002,0.006989544,0.010331125,-1.23E-05,-0.002101193,-0.003210478,0.011103466,0.029616655,0.030363517,0.005793907,-0.001132354,0.000533265,0.000201037,0.01994084,0.022842473,-0.051764126,0.013060949,0.62,0.09,-0.03,-0.08,-0.11,-0.13,0.04,0.03,-1.3,-1.28,-1.15,-1.11,-1.24,-0.52,0.13,0.005451501,0.000644532,0.000585186,-0.000464403,-2.86E-05,-2.88E-05,-0.008871389,-0.000149643,-0.026672085,0.009174376,-0.002820096,0.001768144,-0.016901811,-4.06E-05,-0.005121575,-0.009575093,-0.003209131,-0.005547769,-2.80E-05,-0.002796444,-0.000289313,-0.00300875,0.001441609,-0.000700048,-3.86E-05,-0.012302624,0.003294751,0.009155887,0.006750608,0.011881573,-0.003787082
Jun-69,0.00392177,0.003998406,0.006711574,-0.000689252,0.009534207,-0.003787082,-0.004804928,-0.0067241,-0.00749302,-0.013462295,-0.005075702,-0.006719292,-0.002367225,-0.01157792,0.008038804,-0.004033547,-0.005528358,0.014489579,-0.6818,6,0.025576234,-0.001945065,-0.001432859,0,0,0.030165414,-0.150883771,0.002587324,0.031130919,-0.054067221,-0.015334364,0.003646728,0.003675027,0.001005699,0.012456908,0.001830812,0.001930503,0.001672474,0.003633065,0.003853289,0.004003402,0.006030974,0.003553454,0.003179912,40.4,0.1,40.7,7.36707706,5.476463552,5.96870756,6.411818268,5.840641657,7.19142933,5.488937726,5.669880923,6.152732695,5.786897381,-0.060658424,0.008100623,0.008792082,0.010331126,-0.002995757,-0.000872026,-0.0013881,0.005395813,0.017961121,0.007603663,-0.003749751,-0.001025974,-0.000692958,-7.01E-05,0.03205714,0.033750983,-0.087297258,0.02872952,1.26,-0.07,0.02,0.16,0.24,0.15,-0.1,-0.02,-2.63,-2.52,-2.25,-2.13,-2.35,-1.88,-1.15,0.000763156,0,-0.002761739,0.000742942,-2.83E-05,0.002620563,0.005908424,0.014669038,-0.030305349,0.008925665,-0.002773843,-0.001799975,-0.008415197,-4.01E-05,-6.44E-06,-0.007123083,-3.91E-05,-7.55E-06,-0.002648935,-0.002750951,-0.000392171,-0.001431054,-0.001800843,0.000952824,-3.81E-05,0.002265007,-0.003327645,0.00519509,0.002260926,-0.022863582,0.009722998
Jul-69,0.003414452,0.003879908,-0.003871375,-0.000572742,-0.006323045,0.009722998,0.007312611,0.007606229,0.011475932,0.033095125,0.002009793,0.010013628,0.013311116,0.014216493,0.000485868,0.006056377,-0.001618014,0.001546356,0.1965,-139,-0.101819312,0.007101093,0.006027373,0.1,-0.2,0.009055299,0.195676927,-0.050341755,-0.067352182,-0.016000341,0.057893978,0.004369917,0.003574546,0.001172039,0.007946336,0.002793598,0.00358784,0.001530648,0.0047537,0.004849986,0.004831219,0.004872669,0.005306616,0.00608694,40.3,-0.1,40.7,7.33171497,5.587248658,5.774551546,6.398594935,5.826000107,7.207118856,5.351858133,5.774551546,6.12249281,5.886104031,-0.017046061,0.000629536,0.00559399,0,0.001988813,0.002074559,-0.002022501,-0.012356166,-0.050832948,-0.03796718,-0.005762307,-0.003349964,-0.001747309,-0.000401539,-0.053610559,-0.052903415,0.174359916,-0.05912258,0.23,0.4,0.6,0.62,0.21,0.25,0.19,0.18,-2.46,-2.15,-1.86,-2.15,-2.33,-1.92,-1.2,-0.002546121,0.001326294,0.001256282,0.00222552,-2.80E-05,-0.002691113,-8.70E-06,-0.012228443,0,-0.011396106,0.002728432,0.001752651,0.011228138,-0.003169449,0.005031385,0.007128725,-0.003129772,0.002721009,0.002607492,0.002706281,0.000832835,0.002081545,0.003776584,-0.001737165,-3.76E-05,-0.000138418,-1.08E-05,0.004116818,0.004103812,0.010417796,0.005263177
Aug-69,0.005468591,0.005447514,-0.001293796,0.000281915,0.000585874,0.005263177,0.008415785,0.012572461,0.01732367,0.000162754,0.024699906,0.010088252,0.000467073,0.004065415,0.006499901,0.007236707,0.049787589,0.012940903,0.301,-22,-0.031828484,0.00162206,0.001013867,0,0.1,0.013134517,0.021053409,0.024162249,-0.117270872,0.25489225,0.083641992,0.001315743,0.000391551,0.009492952,0,0.00010729,-0.000961328,0.001805932,0.001761118,0.001803687,0.002677297,0.002475266,0.004693467,-0.001538524,40.2,0,40.6,7.221105098,5.043425117,5.676753802,6.349138991,5.855071922,7.153051635,5.342334252,5.717027701,6.104793232,5.758901774,0.004699595,0.001358083,0.007633392,0.010331126,-0.000501833,-0.001736091,-0.003739744,0.001355922,0.014387012,0.018780506,-0.00080674,0.001474338,-0.001631999,-0.000879727,-0.045713401,-0.046169292,0.154716304,-0.050668822,-0.29,0.56,0.49,0.56,0.26,0.15,0.1,0.14,-1.61,-1.37,-1.01,-1.6,-1.89,-1.53,-0.77,-0.000904274,0.002549718,0.000376577,0.001110906,-0.002648935,-0.005277057,-0.00294551,-0.026260739,0,-0.004479241,-2.99E-05,-2.80E-05,-0.002812941,0.0031103,-0.005056829,-5.64E-06,0.003072081,-0.002743404,-2.73E-05,-0.002728434,-0.000445561,-0.000789826,-0.003192628,0.001617642,-3.72E-05,-0.01169604,0.006503931,-0.010846015,-0.004207667,0.003114172,0.002295396
